datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;E;F;D1;F1;D2;F2;D3;F3;D4;F4;D5;F5;D6;F6;D7;F7;D8;F8;D9;F9;D10;F10;D11;F11;D12;F12;D13;F13;D14;F14;D15;F15;D16;F16;D17;F17;D18;F18;D19;F19;D20;F20;D21;F21;D22;F22;D23;F23;D24;F24;D25;F25;D26;F26;D27;F27
26.09.2021;Bundestagswahl;14713000;5301;5301;1;1;827;261;0;1088;531;0;6;525;8;523;122;112;129;112;69;53;102;107;32;40;38;43;0;15;7;7;0;0;10;11;4;4;0;0;0;0;0;0;11;10;0;1;0;2;0;0;1;1;0;1;0;1;0;3;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5309;5309;1;1;340;190;0;530;262;0;3;259;3;259;59;59;75;64;37;17;31;45;16;22;21;28;0;3;4;3;0;0;4;4;0;1;0;0;0;0;1;1;11;8;0;0;0;1;0;0;0;0;0;0;0;2;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5311;5311;1;1;790;281;0;1071;606;1;4;602;3;603;106;106;109;98;73;53;99;113;70;74;91;95;0;20;15;11;0;1;16;10;5;6;4;2;0;0;3;2;10;8;0;0;0;1;0;0;1;0;0;1;0;0;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5312;5312;1;1;713;265;0;978;426;2;10;416;9;417;96;90;93;90;59;41;93;111;23;32;28;26;0;8;4;5;0;0;8;3;4;4;1;1;0;0;2;2;3;2;0;0;0;0;0;0;2;1;0;0;0;1;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5319;5319;1;1;869;233;0;1102;557;0;9;548;7;550;116;109;122;102;76;50;144;161;41;51;21;23;0;15;11;11;0;1;3;3;0;1;1;1;0;0;1;1;10;14;0;0;0;1;0;1;1;1;0;1;0;2;0;1;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;5329;5329;1;1;863;222;0;1085;537;3;6;531;8;529;144;132;91;78;72;48;83;93;44;63;42;41;0;19;14;20;0;1;17;13;7;5;1;0;0;3;2;1;13;8;0;0;0;0;0;0;1;1;0;0;0;1;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5338;5338;1;1;665;266;0;931;508;1;4;504;5;503;114;113;123;99;51;35;71;93;56;65;53;49;0;13;16;10;0;3;7;5;3;1;1;0;0;1;0;0;7;8;0;0;0;3;0;0;0;0;0;1;0;3;0;1;;;;;;;;;2;0
26.09.2021;Bundestagswahl;14713000;5339;5339;1;1;617;254;0;871;432;0;6;426;7;425;83;80;88;57;73;49;82;98;27;34;39;53;0;11;6;5;0;0;10;8;1;1;0;1;0;0;0;0;16;21;0;1;0;1;0;0;1;1;0;2;0;1;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5401;5401;1;1;853;405;0;1258;703;2;3;700;2;701;139;136;223;160;81;51;88;138;69;88;61;71;0;16;16;11;0;0;11;9;4;3;0;1;0;0;0;0;8;9;0;4;0;2;0;0;0;1;0;0;0;1;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5409;5409;1;1;879;292;0;1171;667;1;2;665;3;664;138;139;177;126;68;52;100;131;63;85;72;75;0;11;15;8;0;2;8;9;6;5;1;1;0;0;0;0;17;18;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5411;5411;1;1;800;277;0;1077;648;1;4;644;4;644;128;128;172;117;83;49;104;152;63;92;63;54;0;12;7;11;0;0;7;7;2;1;2;2;0;0;1;0;11;12;0;1;0;1;0;0;1;2;0;1;0;1;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5412;5412;1;1;721;293;0;1014;551;2;2;549;2;549;120;113;124;84;77;44;67;95;67;89;58;69;0;12;11;10;0;1;4;7;4;3;3;1;0;1;0;0;14;11;0;1;0;1;0;1;0;1;0;1;0;2;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5509;5509;1;1;356;112;0;468;288;1;8;280;9;279;71;71;81;62;16;13;43;55;28;32;22;22;0;5;3;1;0;0;7;6;1;2;1;0;0;0;1;0;6;7;0;1;0;1;0;0;0;0;0;0;0;1;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5520;5520;1;1;390;180;0;570;294;2;3;291;3;291;63;63;101;70;26;23;39;58;29;40;24;22;0;4;4;3;0;1;2;2;1;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6001;6001;1;1;361;263;0;624;273;1;0;273;0;273;42;39;44;38;35;20;37;45;44;52;50;45;0;11;10;5;0;1;4;3;2;3;0;0;0;0;0;0;4;4;0;0;0;0;0;0;1;0;0;1;0;2;0;4;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6009;6009;1;1;902;200;0;1102;438;0;7;431;6;432;107;102;78;71;85;58;96;105;26;45;17;16;0;7;6;8;0;1;3;3;3;2;1;1;0;0;2;0;6;4;0;0;0;2;0;1;1;0;0;2;0;1;0;3;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6029;6029;1;1;868;396;0;1264;599;6;7;592;5;594;122;114;149;124;78;48;135;169;56;68;20;28;0;10;7;5;0;1;9;9;1;5;0;0;0;1;1;0;12;8;0;1;0;0;0;0;2;0;0;3;0;0;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6039;6039;1;1;920;244;0;1164;563;0;3;560;4;559;164;158;77;69;104;63;129;143;26;48;31;30;0;14;14;9;0;3;5;7;0;1;2;1;0;1;3;3;5;4;0;0;0;1;0;0;0;0;0;2;0;2;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6109;6109;1;1;791;285;0;1076;487;1;7;480;7;480;118;111;90;75;87;63;117;135;17;24;21;25;0;6;7;8;0;0;7;5;1;2;1;0;0;0;2;2;10;12;0;1;0;2;0;0;2;1;0;5;0;1;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6129;6129;1;1;827;255;0;1082;522;5;10;512;12;510;112;104;94;87;90;67;116;143;33;35;27;24;0;17;7;5;0;0;17;9;3;7;2;2;0;0;2;2;8;5;0;0;0;0;0;0;1;0;0;1;0;1;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6149;6149;1;1;800;194;0;994;364;0;4;360;4;360;94;92;65;56;62;46;87;90;17;23;15;18;0;7;9;5;0;7;5;3;1;2;1;1;0;0;0;3;2;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;;;;;;;;;2;0
26.09.2021;Bundestagswahl;14713000;6150;6150;1;1;684;242;0;926;409;1;6;403;5;404;121;119;65;58;61;35;81;114;33;31;21;13;0;8;4;4;0;1;3;3;4;2;3;3;0;0;1;1;6;7;0;0;0;0;0;0;0;1;0;1;0;3;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6169;6169;1;1;828;149;0;977;524;1;10;514;9;515;112;105;94;94;94;52;126;142;29;33;21;27;0;17;13;7;0;3;7;5;2;5;3;1;0;2;1;0;12;13;0;0;0;1;0;0;0;0;0;6;0;0;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6171;6171;1;1;878;162;0;1040;551;1;10;541;10;541;119;119;123;102;84;47;121;140;33;43;22;31;0;22;6;9;0;2;9;9;4;3;3;2;0;0;2;1;9;5;0;0;0;1;0;0;5;1;0;3;0;1;0;0;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;6209;6209;1;1;865;427;0;1292;386;1;4;382;5;381;103;101;58;51;79;52;72;91;29;30;16;22;0;9;5;4;0;1;8;5;0;1;0;1;0;1;2;2;7;3;0;1;0;1;0;0;2;0;0;0;0;2;0;3;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;6219;6219;1;1;929;272;0;1201;488;1;7;481;5;483;113;105;83;75;100;70;106;133;26;31;17;22;0;8;7;3;0;5;6;4;6;7;1;1;0;1;4;2;12;8;0;1;0;1;0;2;0;0;0;0;0;1;0;3;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6229;6229;1;1;903;308;0;1211;460;0;4;456;5;455;115;109;79;74;89;62;96;112;23;26;18;19;0;14;8;5;0;2;11;9;7;4;2;0;0;1;0;0;8;8;0;0;0;2;0;2;0;0;0;5;0;0;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6239;6239;1;1;818;310;0;1128;527;1;8;519;8;519;112;111;101;85;83;49;136;172;31;36;18;25;0;16;15;6;0;1;12;3;1;2;0;0;0;3;2;0;7;7;0;0;0;1;0;1;1;0;0;0;0;1;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6259;6259;1;1;854;219;0;1073;422;0;5;417;6;416;116;113;60;57;72;48;72;75;31;31;35;39;0;18;10;8;0;4;6;7;2;2;1;0;0;1;0;1;9;6;0;0;0;3;0;0;2;0;0;2;0;1;0;0;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;6261;6261;1;1;783;192;0;975;387;0;4;383;6;381;105;103;67;60;84;65;75;92;23;22;10;11;0;8;3;3;0;1;5;3;2;2;0;0;0;0;2;1;6;4;0;0;0;1;0;4;1;0;0;0;0;1;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6279;6279;1;1;835;159;0;994;474;1;8;466;12;462;102;109;76;71;86;60;119;112;27;30;21;28;0;16;15;7;0;2;10;11;2;4;2;2;0;0;0;1;6;5;0;1;0;0;0;1;0;0;0;1;0;0;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6289;6289;1;1;880;179;0;1059;395;0;5;390;6;389;89;99;72;57;84;55;72;92;30;34;19;20;0;7;7;9;0;1;5;3;3;2;0;0;0;0;1;1;8;5;0;0;0;1;0;0;0;0;0;1;0;1;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6309;6309;1;1;841;315;0;1156;479;0;5;474;6;473;89;80;100;95;90;66;99;119;37;41;28;30;0;17;4;3;0;1;11;5;3;3;5;3;0;0;1;0;6;8;0;0;0;1;0;0;1;0;0;1;0;0;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6311;6311;1;1;605;466;0;1071;479;0;6;473;4;475;102;100;123;113;70;40;88;114;45;54;26;31;0;5;3;3;0;1;5;3;2;1;0;0;0;0;0;0;5;5;0;1;0;1;0;1;1;1;0;0;0;1;0;0;;;;;;;;;3;0
26.09.2021;Bundestagswahl;14713000;6312;6312;1;1;631;361;0;992;474;2;3;471;4;470;90;93;154;121;51;26;62;82;49;70;52;54;0;4;0;1;0;0;2;7;4;3;1;2;0;0;0;0;3;4;0;0;0;0;0;1;1;0;0;1;0;0;0;1;;;;;;;;;2;0
26.09.2021;Bundestagswahl;14713000;6409;6409;1;1;969;161;0;1130;472;0;3;469;5;467;138;124;78;80;73;61;103;97;29;34;20;23;0;18;10;9;0;3;7;5;3;2;1;0;0;0;3;2;4;5;0;0;0;1;0;2;0;0;0;0;0;0;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6419;6419;1;1;842;205;0;1047;524;4;5;519;8;516;135;131;113;97;86;62;101;131;36;34;24;23;0;7;6;6;0;3;5;7;2;4;2;0;0;0;1;0;7;3;0;0;0;0;0;1;0;1;0;2;0;4;0;0;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;6429;6429;1;1;923;188;0;1111;545;0;10;535;11;534;154;141;91;90;81;68;112;118;41;41;25;26;0;12;9;7;0;1;6;6;4;7;1;1;0;0;2;2;6;6;0;0;0;2;0;0;3;1;0;2;0;1;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6439;6439;1;1;854;213;0;1067;467;1;6;461;5;462;135;131;95;84;68;56;93;96;21;27;20;20;0;12;8;8;0;2;10;10;1;5;0;0;0;1;0;0;9;7;0;0;0;1;0;0;1;1;0;0;0;1;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6459;6459;1;1;1037;204;0;1241;483;0;4;479;7;476;148;145;89;68;59;49;90;98;35;39;24;23;0;15;10;8;0;3;14;12;4;4;0;0;0;0;1;1;3;4;0;2;0;1;0;1;2;1;0;2;0;0;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6461;6461;1;1;901;347;0;1248;593;1;4;589;6;587;177;166;113;107;79;54;124;139;42;50;23;24;0;8;2;5;0;0;7;12;3;2;1;1;0;1;1;0;13;13;0;0;0;0;0;0;4;3;0;0;0;2;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6489;6489;1;1;845;139;0;984;428;0;5;423;7;421;140;125;68;64;75;50;51;76;28;30;29;30;0;15;7;7;0;3;7;4;7;3;1;1;0;0;1;0;7;8;0;0;0;1;0;1;2;1;0;0;0;0;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6491;6491;1;1;722;343;0;1065;542;4;2;540;1;541;119;108;130;115;67;43;109;137;49;49;35;45;0;8;10;8;0;1;7;14;1;1;0;0;0;0;0;1;11;4;0;0;0;0;0;0;1;1;0;1;0;5;0;0;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;6492;6492;1;1;807;418;0;1225;625;2;6;619;8;617;127;137;174;138;69;50;113;130;69;83;28;32;0;13;9;8;0;0;16;10;6;5;1;1;0;0;0;0;6;7;0;0;0;1;0;0;1;0;0;2;0;0;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6509;6509;1;1;905;301;0;1206;544;2;17;527;14;530;118;117;94;79;99;75;121;140;31;36;23;27;0;12;8;8;0;0;13;8;0;3;6;3;0;1;5;4;6;5;0;1;0;1;0;1;2;1;0;2;0;1;0;5;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;6519;6519;1;1;1007;230;0;1237;561;1;7;554;5;556;156;146;87;76;97;76;116;139;37;42;18;24;0;14;13;6;0;2;12;10;6;3;1;1;0;0;1;1;8;9;0;1;0;1;0;0;2;0;0;2;0;1;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6539;6539;1;1;949;221;0;1170;470;0;4;466;4;466;149;138;63;57;64;61;92;92;37;40;27;18;0;16;11;12;0;4;13;9;4;8;2;0;0;0;1;2;2;3;0;0;0;3;0;1;0;0;0;0;0;0;0;2;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;6549;6549;1;1;1212;234;0;1446;514;6;8;506;4;510;176;165;50;43;81;70;94;99;26;38;32;28;0;14;15;12;0;2;13;12;4;6;0;1;0;0;2;0;10;8;0;0;0;3;0;2;2;1;0;4;0;2;0;0;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;6559;6559;1;1;966;233;0;1199;473;1;4;469;6;467;114;107;96;90;86;58;87;94;29;38;26;27;0;10;8;12;0;2;8;7;2;3;2;2;0;0;2;1;7;5;0;1;0;1;0;2;2;2;0;1;0;0;0;4;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6601;6601;1;1;573;210;0;783;453;3;3;450;2;451;106;112;101;79;47;40;86;101;53;57;40;40;0;7;10;8;0;2;2;3;1;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;6602;6602;1;1;649;175;0;824;499;1;2;497;4;495;116;126;90;73;70;38;93;118;71;70;32;30;0;11;11;11;0;1;7;5;0;0;0;0;0;0;0;0;5;7;0;0;0;1;0;0;1;1;0;0;0;1;0;2;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;7001;7001;1;1;581;373;0;954;428;3;1;427;1;427;37;40;31;15;137;103;76;68;18;27;89;133;0;6;20;13;0;0;4;4;0;2;1;1;0;2;0;0;11;8;0;0;0;0;0;0;2;1;0;0;0;3;0;1;1;0;0;0;0;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7009;7009;1;1;734;454;0;1188;543;6;6;537;7;536;39;36;61;41;154;114;77;75;40;57;126;160;0;11;19;13;0;0;2;6;0;2;3;3;0;1;0;0;12;10;0;0;0;1;0;0;2;0;0;1;0;1;0;4;0;0;0;0;2;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7011;7011;1;1;884;462;0;1346;638;7;5;633;4;634;59;58;41;25;222;152;102;93;18;33;136;213;0;12;29;21;0;0;10;3;0;4;2;2;0;1;1;0;6;6;0;0;0;3;0;0;4;2;0;1;0;2;0;3;2;0;1;0;0;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7019;7019;1;1;752;475;0;1227;566;9;3;563;3;563;34;36;39;29;191;123;76;69;30;33;151;215;0;8;18;21;0;0;3;2;0;4;2;1;0;3;1;0;13;14;0;0;0;0;0;0;1;1;0;0;0;2;0;2;1;0;0;0;1;0;2;0;;
26.09.2021;Bundestagswahl;14713000;7021;7021;1;1;827;561;0;1388;548;6;8;540;6;542;35;35;71;58;141;90;94;83;37;51;131;184;0;8;15;15;0;0;0;0;0;2;1;0;0;1;0;1;8;6;0;1;0;0;0;2;2;2;0;2;0;0;0;1;3;0;0;0;2;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7109;7109;1;1;857;401;0;1258;558;9;5;553;4;554;91;78;65;52;129;100;80;88;28;41;106;127;0;14;27;22;0;3;10;7;0;3;3;1;0;3;0;1;7;6;0;0;0;2;0;0;2;0;0;1;0;4;0;1;3;0;0;0;2;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7118;7118;1;1;832;440;0;1272;632;4;5;627;4;628;67;65;87;63;109;85;124;111;62;68;132;176;0;13;16;13;0;2;7;4;0;2;1;0;0;1;0;0;11;11;0;1;0;0;0;0;3;3;0;3;0;2;0;5;6;0;1;0;1;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7119;7119;1;1;980;408;0;1388;613;5;6;607;4;609;86;75;74;62;118;97;120;116;39;43;109;135;0;21;28;18;0;3;12;9;0;3;2;2;0;1;0;0;8;10;0;2;0;1;0;1;4;6;0;2;0;0;0;2;2;0;1;0;4;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7128;7128;1;1;782;374;0;1156;523;6;4;519;5;518;81;71;59;51;128;90;88;93;30;34;94;127;0;4;14;8;0;1;9;9;0;2;0;0;0;4;1;1;10;12;0;0;0;0;0;0;1;3;0;3;0;0;0;5;2;0;0;0;2;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7129;7129;1;1;812;366;0;1178;501;4;4;497;5;496;73;69;47;42;145;120;80;68;31;31;84;111;0;9;21;22;0;0;5;2;0;2;0;0;0;0;0;0;7;8;0;1;0;1;0;1;1;1;0;2;0;2;0;4;3;0;0;0;0;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7139;7139;1;1;787;365;0;1152;572;6;5;567;3;569;78;77;91;53;98;78;110;90;39;61;106;146;0;17;21;8;0;0;8;9;0;6;1;2;0;1;0;0;13;11;0;0;0;2;0;0;0;2;0;0;0;2;0;4;0;0;1;0;1;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7148;7148;1;1;910;438;0;1348;601;11;6;595;6;595;49;50;44;39;221;154;80;89;32;32;112;170;0;5;24;21;0;1;9;6;0;5;2;2;0;1;1;0;12;11;0;0;0;1;0;0;4;0;0;0;0;5;0;3;4;0;1;0;0;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7149;7149;1;1;767;423;0;1190;594;1;6;588;4;590;61;60;47;41;186;128;105;97;30;42;114;166;0;16;17;9;0;0;6;7;0;2;1;2;0;1;0;0;16;12;0;0;0;0;0;0;0;2;0;2;0;1;0;2;3;0;0;0;2;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7151;7151;1;1;671;385;0;1056;464;8;2;462;3;461;42;46;56;32;115;83;86;71;33;44;89;140;0;5;15;16;0;0;9;5;0;0;1;0;0;0;1;1;9;12;0;0;0;0;0;0;3;1;0;1;0;3;0;1;3;0;0;0;0;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7161;7161;1;1;639;516;0;1155;506;9;1;505;1;505;23;22;35;28;183;117;70;76;36;38;112;173;0;12;28;19;0;0;3;1;0;2;2;2;0;0;1;1;8;6;0;1;0;0;0;0;2;1;0;0;0;1;0;5;2;0;0;0;0;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7169;7169;1;1;815;455;0;1270;581;14;5;576;4;577;52;50;56;45;178;135;93;83;30;36;123;177;0;8;21;14;0;2;2;1;0;3;0;0;0;1;0;0;12;11;0;0;0;2;0;0;4;1;0;1;0;4;0;3;2;0;0;0;3;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7201;7201;1;1;882;253;0;1135;583;5;3;580;3;580;140;131;91;80;70;61;133;143;47;52;42;39;0;21;15;8;0;4;13;10;0;6;1;0;0;2;2;2;11;10;0;1;0;0;0;1;3;3;0;3;0;2;0;1;8;0;0;0;4;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7209;7209;1;1;761;309;0;1070;456;8;5;451;7;449;102;103;79;59;64;53;112;123;38;39;28;33;0;8;8;9;0;0;6;5;0;3;3;2;0;0;0;1;6;5;0;1;0;0;0;0;1;1;0;1;0;2;0;1;1;0;0;0;3;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7219;7219;1;1;814;290;0;1104;497;2;6;491;7;490;125;116;70;54;71;64;105;112;37;44;32;37;0;17;19;10;0;1;15;12;0;7;3;1;0;1;0;0;4;3;0;2;0;0;0;1;2;1;0;4;0;0;0;3;5;0;0;0;3;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7229;7229;1;1;886;249;0;1135;539;3;9;530;7;532;126;125;79;60;91;83;104;94;39;39;38;61;0;17;13;12;0;3;10;11;0;1;1;0;0;1;0;0;17;17;0;0;0;0;0;0;4;1;0;4;0;2;0;1;3;0;0;0;5;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7231;7231;1;1;764;322;0;1086;525;5;2;523;2;523;115;114;81;59;96;76;85;89;30;46;67;89;0;13;20;5;0;0;9;5;0;5;3;0;0;1;0;0;8;9;0;2;0;0;0;0;3;2;0;3;0;1;0;4;2;0;0;0;4;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7300;7300;1;1;753;486;0;1239;587;11;4;583;6;581;102;102;157;130;61;48;123;111;55;83;49;74;0;7;12;5;0;2;9;6;0;0;0;0;0;1;2;2;8;7;0;0;0;0;0;0;2;1;0;0;0;2;0;0;2;0;0;0;1;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7311;7311;1;1;907;316;0;1223;533;8;9;524;6;527;111;104;79;53;90;76;89;90;49;69;64;74;0;17;13;12;0;2;11;11;0;2;2;2;0;0;1;1;8;6;0;0;0;1;0;1;3;2;0;2;0;0;0;2;2;0;0;0;2;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7329;7329;1;1;743;363;0;1106;490;0;7;483;7;483;86;91;81;58;54;41;132;120;44;54;43;59;0;21;10;7;0;1;7;6;0;3;2;0;0;0;0;0;17;15;0;0;0;1;0;1;1;0;0;2;0;2;0;1;3;0;0;0;3;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7339;7339;1;1;863;340;0;1203;571;2;6;565;5;566;105;105;116;81;78;70;114;128;37;50;57;64;0;17;21;14;0;1;8;11;0;7;1;0;0;0;4;3;9;10;0;0;0;0;0;2;3;2;0;0;0;1;0;0;5;0;0;0;7;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7341;7341;1;1;773;340;0;1113;544;5;5;539;7;537;92;95;108;80;74;66;105;100;34;55;79;91;0;11;16;9;0;0;11;10;0;2;0;0;0;0;2;2;11;11;0;0;0;0;0;1;0;0;0;0;0;1;0;3;3;0;2;0;1;0;1;0;;
26.09.2021;Bundestagswahl;14713000;7349;7349;1;1;871;324;0;1195;581;2;4;577;4;577;111;120;83;60;115;93;97;89;51;58;54;73;0;19;22;20;0;4;14;9;0;5;2;0;0;2;1;2;10;13;0;0;0;0;0;0;9;3;0;2;0;0;0;5;3;0;1;0;3;0;1;0;;
26.09.2021;Bundestagswahl;14713000;7351;7351;1;1;786;324;0;1110;552;7;6;546;4;548;80;81;57;45;112;79;85;82;55;62;87;109;0;17;31;23;0;2;7;8;0;2;2;1;0;0;0;0;20;22;0;1;0;0;0;0;6;4;0;3;0;4;0;3;1;0;0;0;1;0;2;0;;
26.09.2021;Bundestagswahl;14713000;7401;7401;1;1;722;268;0;990;539;5;3;536;2;537;124;115;158;129;38;35;100;121;50;66;37;36;0;8;4;7;0;2;9;6;0;2;1;4;0;1;0;0;5;0;0;0;0;2;0;0;4;0;0;2;0;1;0;0;5;0;0;0;1;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7402;7402;1;1;765;272;0;1037;512;0;7;505;6;506;101;97;133;107;41;37;92;84;45;66;56;62;0;13;12;9;0;0;7;4;0;6;1;0;0;0;1;0;11;11;0;0;0;0;0;0;1;0;0;3;0;5;0;2;2;0;0;0;2;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7409;7409;1;1;797;223;0;1020;557;2;7;550;7;550;139;139;133;84;44;42;133;139;37;59;33;33;0;25;9;5;0;0;9;8;0;2;0;0;0;0;2;1;3;7;0;0;0;0;0;0;1;0;0;1;0;2;0;3;2;0;0;0;4;0;1;0;;
26.09.2021;Bundestagswahl;14713000;7421;7421;1;1;860;199;0;1059;545;5;6;539;4;541;148;145;88;63;50;46;99;119;49;54;47;49;0;22;19;11;0;1;7;8;0;3;6;2;0;1;3;0;11;7;0;0;0;1;0;2;1;1;0;5;0;1;0;0;8;0;0;0;3;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7429;7429;1;1;809;306;0;1115;599;1;8;591;7;592;133;133;140;113;57;53;133;143;50;69;32;30;0;19;10;4;0;0;12;7;0;2;2;0;0;0;1;0;10;9;0;0;0;1;0;0;5;4;0;3;0;0;0;2;2;0;0;0;3;0;1;0;;
26.09.2021;Bundestagswahl;14713000;7439;7439;1;1;634;216;0;850;490;0;4;486;3;487;90;100;144;98;30;29;82;90;55;73;44;61;0;11;7;3;0;0;14;8;0;2;2;1;0;0;1;1;5;4;0;1;0;0;0;0;2;2;0;0;0;3;0;0;7;0;0;0;3;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7441;7441;1;1;805;242;0;1047;601;2;3;598;2;599;130;129;154;114;50;41;112;132;58;69;50;66;0;9;16;11;0;0;6;8;0;2;3;2;0;0;0;0;11;11;0;1;0;0;0;1;1;1;0;2;0;0;0;0;3;0;1;0;3;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7449;7449;1;1;853;293;0;1146;605;0;5;600;5;600;133;128;162;125;45;42;143;150;54;73;28;43;0;15;11;5;0;1;8;7;0;2;3;2;0;0;1;0;4;3;0;1;0;0;0;0;4;2;0;1;0;0;0;0;2;0;0;0;2;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7500;7500;1;1;944;353;0;1297;753;7;5;748;3;750;195;202;191;156;58;57;135;140;68;92;51;50;0;17;13;9;0;0;17;8;0;1;1;1;0;0;2;1;10;8;0;0;0;1;0;1;2;1;0;3;0;1;0;1;1;0;0;0;4;0;0;0;;
26.09.2021;Bundestagswahl;14713000;7511;7511;1;1;704;314;0;1018;578;3;5;573;7;571;139;134;180;133;40;39;116;108;44;79;23;35;0;10;8;7;0;1;10;8;0;3;0;0;0;0;0;0;5;8;0;0;0;0;0;0;2;3;0;2;0;0;0;1;0;0;2;0;4;0;0;0;;
